,inscricao,latitude,longitude,valor_aval,exercicio,bairro
5602,5602,"-22,8779584","-42,0285617",26327253.459466096,2007,Ville Blanche
5603,5603,"-22,8779584","-42,0285617",5789787.708166585,2021,Ville Blanche
5604,5604,"-22,8779584","-42,0285617",48590157.637069315,2015,Ville Blanche
5605,5605,"-22,8779584","-42,0285617",8403585.968244663,2018,Ville Blanche
5606,5606,"-22,8779584","-42,0285617",9756190.395701243,2017,Ville Blanche
5607,5607,"-22,8779584","-42,0285617",12499605.526861455,2015,Ville Blanche
5608,5608,"-22,8779584","-42,0285617",15887478.285242463,2014,Ville Blanche
5609,5609,"-22,8779584","-42,0285617",42697706.382206045,2020,Ville Blanche
5610,5610,"-22,8779584","-42,0285617",12231181.732135348,2013,Ville Blanche
5611,5611,"-22,8779584","-42,0285617",28843325.83548255,2015,Ville Blanche
5612,5612,"-22,8779584","-42,0285617",8460152.961324692,2012,Ville Blanche
5613,5613,"-22,8779584","-42,0285617",5051659.997733325,2012,Ville Blanche
5614,5614,"-22,8779584","-42,0285617",24787509.78886943,2008,Ville Blanche
5615,5615,"-22,8779584","-42,0285617",14558960.220835213,2021,Ville Blanche
5616,5616,"-22,8779584","-42,0285617",19005966.81948125,2014,Ville Blanche
5617,5617,"-22,8779584","-42,0285617",4233314.809805819,2009,Ville Blanche
5618,5618,"-22,8779584","-42,0285617",23110519.66647781,2008,Ville Blanche
5619,5619,"-22,8779584","-42,0285617",11392886.226769926,2017,Ville Blanche
5620,5620,"-22,8779584","-42,0285617",6138101.2687151935,2015,Ville Blanche
5621,5621,"-22,8779584","-42,0285617",19023122.557466757,2015,Ville Blanche
5622,5622,"-22,8779584","-42,0285617",2625295.4630553504,2018,Ville Blanche
5623,5623,"-22,8779584","-42,0285617",22099559.187409084,2010,Ville Blanche
5624,5624,"-22,8779584","-42,0285617",1279181.0013461057,2011,Ville Blanche
5625,5625,"-22,8779584","-42,0285617",10941015.428139826,2013,Ville Blanche
5626,5626,"-22,8788566","-42,0284974",19683294.28561121,2017,Ville Blanche
5627,5627,"-22,8799857","-42,0287583",12236790.349982975,2005,Ville Blanche
5628,5628,"-22,8814224","-42,0297792",25579064.170683417,2021,Ville Blanche
5629,5629,"-22,8806698","-42,0270683",4155047.7973243752,2009,Ville Blanche
5630,5630,"-22,8815228","-42,0296571",17373650.532905575,2012,Ville Blanche
5631,5631,"-22,8815175","-42,0296376",329440.95168986893,2008,Ville Blanche
5632,5632,"-22,8800296","-42,0275831",37456955.780525535,2013,Ville Blanche
5633,5633,"-22,8815282","-42,0296767",8647889.547193516,2018,Ville Blanche
5634,5634,"-22,8805614","-42,0272959",13602461.205945054,2015,Ville Blanche
5635,5635,"-22,8809324","-42,0282392",5777381.395741228,2018,Ville Blanche
5636,5636,"-22,8781972","-42,0283597",5163226.427611901,2019,Ville Blanche
5637,5637,"-22,8788507","-42,0279148",2739702.6197974877,2006,Ville Blanche
5638,5638,"-22,8788507","-42,0279148",3502754.5301681166,2020,Ville Blanche
5639,5639,"-22,8788507","-42,0279148",7692992.171494339,2021,Ville Blanche
5640,5640,"-22,8788507","-42,0279148",22893000.662217155,2012,Ville Blanche
5641,5641,"-22,8788507","-42,0279148",15385111.84763612,2007,Ville Blanche
5642,5642,"-22,8788507","-42,0279148",3952514.577034959,2007,Ville Blanche
5643,5643,"-22,8788507","-42,0279148",554782.4601849001,2019,Ville Blanche
5644,5644,"-22,879458","-42,0290173",15198138.909702389,2016,Ville Blanche
5645,5645,"-22,8794428","-42,0267875",62915343.47261011,2012,Ville Blanche
5646,5646,"-22,8792589","-42,0282048",1366622.2486219695,2017,Ville Blanche
5647,5647,"-22,8812472","-42,0295588",1084261.768433514,2009,Ville Blanche
5648,5648,"-22,8805972","-42,0292166",6309989.46785963,2012,Ville Blanche
5649,5649,"-22,8801099","-42,027512",12218717.91720912,2015,Ville Blanche
5650,5650,"-22,8788507","-42,0279148",14625810.353973588,2013,Ville Blanche
5651,5651,"-22,8788507","-42,0279148",56700914.96313346,2006,Ville Blanche
5652,5652,"-22,8788507","-42,0279148",16838223.66815347,2018,Ville Blanche
5653,5653,"-22,8785128","-42,0286691",10507675.996462094,2016,Ville Blanche
5654,5654,"-22,8815964","-42,0282436",27184975.98109127,2019,Ville Blanche
5655,5655,"-22,880355","-42,0282199",41009760.53925428,2019,Ville Blanche
5656,5656,"-22,8798183","-42,0288316",1954854.4507428291,2013,Ville Blanche
5657,5657,"-22,8797513","-42,0288197",1963296.5878807418,2011,Ville Blanche
5658,5658,"-22,8796715","-42,0288239",8317017.929251024,2012,Ville Blanche
5659,5659,"-22,8783233","-42,0283496",37743819.83223315,2010,Ville Blanche
5660,5660,"-22,8795016","-42,0287736",6718471.0261552995,2017,Ville Blanche
5661,5661,"-22,8794278","-42,0287611",2261336.713351719,2015,Ville Blanche
5662,5662,"-22,8785675","-42,0283958",19958484.832971785,2016,Ville Blanche
5663,5663,"-22,8786523","-42,0281262",2058976.5755515634,2016,Ville Blanche
5664,5664,"-22,8784831","-42,0281058",23761587.777524255,2014,Ville Blanche
5665,5665,"-22,8784088","-42,0280968",7166137.543677011,2015,Ville Blanche
5666,5666,"-22,8799857","-42,0287583",8544791.714535806,2014,Ville Blanche
5667,5667,"-22,8783345","-42,0280879",8192464.500738653,2017,Ville Blanche
5668,5668,"-22,8782849","-42,0282049",4377694.127945782,2015,Ville Blanche
5669,5669,"-22,8782974","-42,0280834",7268122.887528405,2013,Ville Blanche
5670,5670,"-22,8782974","-42,0280834",5601363.158874851,2019,Ville Blanche
5671,5671,"-22,8796715","-42,0288239",16245028.357319126,2012,Ville Blanche
5672,5672,"-22,8806545","-42,029172",2857880.9346380853,2011,Ville Blanche
5673,5673,"-22,878288","-42,0293178",6145090.8236204935,2012,Ville Blanche
5674,5674,"-22,88171","-42,027573",9269263.282256419,2008,Ville Blanche
5675,5675,"-22,8788507","-42,0279148",47157835.511415124,2020,Ville Blanche
5676,5676,"-22,8816194","-42,0274119",1650107.947749651,2017,Ville Blanche
5677,5677,"-22,880258","-42,0268317",11469379.193960825,2014,Ville Blanche
5678,5678,"-22,8797513","-42,0288197",12243864.896967812,2020,Ville Blanche
5679,5679,"-22,8788507","-42,0279148",55091329.35876562,2007,Ville Blanche
5680,5680,"-22,8796128","-42,0276985",5753787.835126591,2017,Ville Blanche
5681,5681,"-22,8791728","-42,0289698",3613385.832988024,2012,Ville Blanche
5682,5682,"-22,8799792","-42,0287572",8677061.94009272,2021,Ville Blanche
5683,5683,"-22,8813039","-42,0283501",20524002.497169677,2009,Ville Blanche
5684,5684,"-22,8807544","-42,0288625",3277263.128549266,2015,Ville Blanche
5685,5685,"-22,879454","-42,028207",1463429.4544458196,2013,Ville Blanche
5686,5686,"-22,8781342","-42,028321",50207767.478334375,2009,Ville Blanche
5687,5687,"-22,8791728","-42,0289698",6601825.06587732,2013,Ville Blanche
5688,5688,"-22,8799978","-42,0274767",1112869.854682871,2006,Ville Blanche
5689,5689,"-22,8779584","-42,0285617",11685031.52933262,2013,Ville Blanche
5690,5690,"-22,8791728","-42,0289698",4162061.0416410607,2014,Ville Blanche
5691,5691,"-22,8791728","-42,0289698",18553855.51977942,2011,Ville Blanche
5692,5692,"-22,8791728","-42,0289698",9778104.953224288,2019,Ville Blanche
5693,5693,"-22,8791728","-42,0289698",3727831.3081322284,2011,Ville Blanche
5694,5694,"-22,8791728","-42,0289698",7476947.1435711365,2008,Ville Blanche
5695,5695,"-22,8791728","-42,0289698",8382354.22042653,2014,Ville Blanche
5696,5696,"-22,8791728","-42,0289698",3770333.0519951764,2021,Ville Blanche
5697,5697,"-22,8791728","-42,0289698",8035270.799376156,2016,Ville Blanche
5698,5698,"-22,8791728","-42,0289698",17283616.735225674,2018,Ville Blanche
5699,5699,"-22,8791728","-42,0289698",27093405.18334122,2011,Ville Blanche
5700,5700,"-22,8791728","-42,0289698",31886918.49707153,2015,Ville Blanche
5701,5701,"-22,8791728","-42,0289698",31225070.74718978,2022,Ville Blanche
5702,5702,"-22,8795608","-42,0289475",9221691.150941517,2008,Ville Blanche
5703,5703,"-22,8795608","-42,0289475",14479491.301733699,2013,Ville Blanche
5704,5704,"-22,8795608","-42,0289475",308649.56650455145,2021,Ville Blanche
5705,5705,"-22,8795608","-42,0289475",17836266.085633285,2020,Ville Blanche
5706,5706,"-22,8795608","-42,0289475",7701641.947928221,2017,Ville Blanche
5707,5707,"-22,8795608","-42,0289475",72763571.52358271,2021,Ville Blanche
5708,5708,"-22,8795608","-42,0289475",3572747.726175412,2020,Ville Blanche
5709,5709,"-22,881144","-42,026899",10147644.501710746,2018,Ville Blanche
5710,5710,"-22,881144","-42,026899",37244924.15514525,2021,Ville Blanche
5711,5711,"-22,881144","-42,026899",14991709.049506335,2017,Ville Blanche
5712,5712,"-22,881144","-42,026899",11725079.378386691,2018,Ville Blanche
5713,5713,"-22,881144","-42,026899",8079221.481439784,2006,Ville Blanche
5714,5714,"-22,881144","-42,026899",15215916.457569214,2015,Ville Blanche
5715,5715,"-22,881144","-42,026899",10129536.072354775,2019,Ville Blanche
5716,5716,"-22,881144","-42,026899",44528134.54193986,2016,Ville Blanche
5717,5717,"-22,881144","-42,026899",10563099.561257495,2012,Ville Blanche
5718,5718,"-22,881144","-42,026899",28851138.422402192,2014,Ville Blanche
5719,5719,"-22,881144","-42,026899",12282981.790790351,2013,Ville Blanche
5720,5720,"-22,881144","-42,026899",5677314.470531348,2015,Ville Blanche
5721,5721,"-22,8810059","-42,0287384",17468198.000654228,2018,Ville Blanche
5722,5722,"-22,880355","-42,0282199",3830038.581933868,2021,Ville Blanche
5723,5723,"-22,880355","-42,0282199",24616477.888720624,2018,Ville Blanche
5724,5724,"-22,880355","-42,0282199",9829918.065806234,2018,Ville Blanche
5725,5725,"-22,8805614","-42,0272959",2123.6307942381877,2010,Ville Blanche
5726,5726,"-22,8808854","-42,0277275",19998322.29855547,2019,Ville Blanche
5727,5727,"-22,8800517","-42,0268407",2375112.175441573,2018,Ville Blanche
5728,5728,"-22,8800517","-42,0268407",27004490.20303047,2021,Ville Blanche
5729,5729,"-22,8800517","-42,0268407",739729.7639172276,2021,Ville Blanche
5730,5730,"-22,8812475","-42,0296749",6119389.9529988635,2005,Ville Blanche
5731,5731,"-22,8804899","-42,029492",24289629.625547968,2010,Ville Blanche
5732,5732,"-22,8816333","-42,0271394",8022101.712197321,2014,Ville Blanche
5733,5733,"-22,8800626","-42,0291333",6712767.737034374,2008,Ville Blanche
5734,5734,"-22,8800626","-42,0291333",38729472.5168245,2011,Ville Blanche
5735,5735,"-22,8805614","-42,0272959",1071161.8572702522,2021,Ville Blanche
5736,5736,"-22,8797513","-42,0288197",9545192.83805678,2008,Ville Blanche
5737,5737,"-22,8797513","-42,0288197",5698813.306512603,2021,Ville Blanche
5738,5738,"-22,8797513","-42,0288197",5076087.286378463,2019,Ville Blanche
5739,5739,"-22,8797513","-42,0288197",8140333.905510939,2006,Ville Blanche
5740,5740,"-22,8799857","-42,0287583",217306.04333027638,2009,Ville Blanche
5741,5741,"-22,8797513","-42,0288197",17875852.36554138,2016,Ville Blanche
5742,5742,"-22,8797513","-42,0288197",939241.5341354044,2016,Ville Blanche
5743,5743,"-22,8797513","-42,0288197",61434628.3453854,2013,Ville Blanche
5744,5744,"-22,8803067","-42,0273604",29982710.99214284,2005,Ville Blanche
5745,5745,"-22,8804899","-42,029492",2986351.270267468,2007,Ville Blanche
5746,5746,"-22,8804899","-42,029492",2442468.558980728,2015,Ville Blanche
5747,5747,"-22,8804899","-42,029492",12842706.36302283,2015,Ville Blanche
5748,5748,"-22,8804899","-42,029492",44236783.9387341,2021,Ville Blanche
5749,5749,"-22,8803067","-42,0273604",19315623.814990953,2009,Ville Blanche
5750,5750,"-22,8797185","-42,0294744",12744034.424553541,2021,Ville Blanche
5751,5751,"-22,8797185","-42,0294744",11901313.438597033,2014,Ville Blanche
5752,5752,"-22,8797185","-42,0294744",30963266.232885532,2014,Ville Blanche
5753,5753,"-22,8797185","-42,0294744",30994888.01247074,2018,Ville Blanche
5754,5754,"-22,8797185","-42,0294744",8466871.462621305,2010,Ville Blanche
5755,5755,"-22,8797185","-42,0294744",796267.5350578495,2016,Ville Blanche
5756,5756,"-22,8797185","-42,0294744",4361879.165731277,2009,Ville Blanche
5757,5757,"-22,8797185","-42,0294744",3856153.603568064,2021,Ville Blanche
5758,5758,"-22,8797185","-42,0294744",12655427.066839354,2012,Ville Blanche
5759,5759,"-22,8797185","-42,0294744",1847221.4658710235,2006,Ville Blanche
5760,5760,"-22,8797185","-42,0294744",21264272.17274219,2012,Ville Blanche
5761,5761,"-22,8797185","-42,0294744",2229417.054349687,2006,Ville Blanche
5762,5762,"-22,8779429","-42,029007",78657758.00647786,2006,Ville Blanche
5763,5763,"-22,8779429","-42,029007",4072770.1370915277,2021,Ville Blanche
5764,5764,"-22,8779429","-42,029007",954288.4795706942,2015,Ville Blanche
5765,5765,"-22,8779429","-42,029007",6089028.071264242,2021,Ville Blanche
5766,5766,"-22,8779429","-42,029007",16085964.894111708,2020,Ville Blanche
5767,5767,"-22,8779429","-42,029007",5442056.290681195,2016,Ville Blanche
5768,5768,"-22,8779429","-42,029007",36049464.4075854,2012,Ville Blanche
5769,5769,"-22,8779429","-42,029007",58777757.39348679,2018,Ville Blanche
5770,5770,"-22,8805449","-42,0274299",6237334.143977097,2007,Ville Blanche
5771,5771,"-22,8805449","-42,0274299",21395374.300888024,2008,Ville Blanche
5772,5772,"-22,8805449","-42,0274299",16820784.029279076,2010,Ville Blanche
5773,5773,"-22,8805449","-42,0274299",28585883.293548115,2014,Ville Blanche
5774,5774,"-22,8805449","-42,0274299",93522.65932885153,2005,Ville Blanche
5775,5775,"-22,8805449","-42,0274299",16313099.120602904,2021,Ville Blanche
5776,5776,"-22,8805449","-42,0274299",15218207.511180695,2020,Ville Blanche
5777,5777,"-22,8781982","-42,0292293",3932864.4430329017,2017,Ville Blanche
5778,5778,"-22,8781982","-42,0292293",3510816.745353938,2021,Ville Blanche
5779,5779,"-22,8781982","-42,0292293",34748118.30978388,2021,Ville Blanche
5780,5780,"-22,8781982","-42,0292293",25136720.28148357,2014,Ville Blanche
5781,5781,"-22,8781982","-42,0292293",7781783.248349176,2017,Ville Blanche
5782,5782,"-22,8814949","-42,0279728",18320015.88906776,2009,Ville Blanche
5783,5783,"-22,8804925","-42,0284725",9998350.287900308,2021,Ville Blanche
5784,5784,"-22,8814088","-42,0263905",34083839.27045866,2013,Ville Blanche
5785,5785,"-22,8814088","-42,0263905",28764285.844032526,2021,Ville Blanche
5786,5786,"-22,8814088","-42,0263905",2306858.123428069,2021,Ville Blanche
5787,5787,"-22,8814088","-42,0263905",546559.3840123126,2009,Ville Blanche
5788,5788,"-22,8814088","-42,0263905",13573708.389030969,2019,Ville Blanche
5789,5789,"-22,8814088","-42,0263905",5358988.000686493,2013,Ville Blanche
5790,5790,"-22,8814088","-42,0263905",1775091.7086825506,2021,Ville Blanche
5791,5791,"-22,8814088","-42,0263905",2048323.7875709238,2015,Ville Blanche
5792,5792,"-22,8814088","-42,0263905",10159378.538924798,2006,Ville Blanche
5793,5793,"-22,8814088","-42,0263905",11709172.531361587,2020,Ville Blanche
5794,5794,"-22,8814088","-42,0263905",8203211.370460947,2013,Ville Blanche
5795,5795,"-22,8814088","-42,0263905",16135226.554240493,2007,Ville Blanche
5796,5796,"-22,8814088","-42,0263905",1679221.8193177413,2018,Ville Blanche
5797,5797,"-22,8814088","-42,0263905",2686136.565942103,2021,Ville Blanche
5798,5798,"-22,8814088","-42,0263905",6934444.973822736,2018,Ville Blanche
5799,5799,"-22,8814088","-42,0263905",7001464.531740685,2012,Ville Blanche
5800,5800,"-22,8814088","-42,0263905",663042.8501522292,2017,Ville Blanche
5801,5801,"-22,8814088","-42,0263905",20752158.86976801,2022,Ville Blanche
5802,5802,"-22,8814088","-42,0263905",9404040.297365356,2019,Ville Blanche
5803,5803,"-22,8814088","-42,0263905",84917221.46407892,2020,Ville Blanche
5804,5804,"-22,8814088","-42,0263905",1426932.5273792844,2015,Ville Blanche
5805,5805,"-22,8814088","-42,0263905",24572538.565832686,2016,Ville Blanche
5806,5806,"-22,8814088","-42,0263905",5167372.715148421,2013,Ville Blanche
5807,5807,"-22,8814088","-42,0263905",66891165.08963999,2015,Ville Blanche
5808,5808,"-22,8814088","-42,0263905",26017871.682815,2015,Ville Blanche
5809,5809,"-22,8814088","-42,0263905",13329130.523806723,2021,Ville Blanche
5810,5810,"-22,8814088","-42,0263905",9900740.631784996,2007,Ville Blanche
5811,5811,"-22,8814088","-42,0263905",2376448.717697722,2014,Ville Blanche
5812,5812,"-22,8814088","-42,0263905",2192283.4059838853,2010,Ville Blanche
5813,5813,"-22,8814088","-42,0263905",2108959.96263608,2013,Ville Blanche
5814,5814,"-22,8814088","-42,0263905",21847304.256171323,2014,Ville Blanche
5815,5815,"-22,8814088","-42,0263905",49955204.0179012,2015,Ville Blanche
5816,5816,"-22,8814088","-42,0263905",7967136.327970596,2016,Ville Blanche
5817,5817,"-22,8814088","-42,0263905",14053944.580799824,2018,Ville Blanche
5818,5818,"-22,8814088","-42,0263905",411158.36349478096,2015,Ville Blanche
5819,5819,"-22,8814088","-42,0263905",19107547.096122224,2007,Ville Blanche
5820,5820,"-22,8814088","-42,0263905",20562687.528188102,2008,Ville Blanche
5821,5821,"-22,8814088","-42,0263905",5182993.105201902,2007,Ville Blanche
5822,5822,"-22,8814088","-42,0263905",20117712.069293164,2012,Ville Blanche
5823,5823,"-22,8814088","-42,0263905",8331049.471615934,2010,Ville Blanche
5824,5824,"-22,8814088","-42,0263905",6968534.678479702,2011,Ville Blanche
5825,5825,"-22,8814088","-42,0263905",4247028.450478124,2013,Ville Blanche
5826,5826,"-22,8814088","-42,0263905",27028714.21985154,2015,Ville Blanche
5827,5827,"-22,8814088","-42,0263905",25616443.84748572,2009,Ville Blanche
5828,5828,"-22,8814088","-42,0263905",18940190.036060743,2017,Ville Blanche
5829,5829,"-22,8814088","-42,0263905",8043231.6724112015,2021,Ville Blanche
5830,5830,"-22,8814088","-42,0263905",3018148.80752031,2012,Ville Blanche
5831,5831,"-22,8797513","-42,0288197",10875668.50109887,2013,Ville Blanche
5832,5832,"-22,8797513","-42,0288197",4604041.359943727,2011,Ville Blanche
5833,5833,"-22,8814088","-42,0263905",14730037.112855602,2021,Ville Blanche
5834,5834,"-22,8814088","-42,0263905",14084708.016364519,2007,Ville Blanche
5835,5835,"-22,8814088","-42,0263905",38372779.393850654,2008,Ville Blanche
5836,5836,"-22,8814088","-42,0263905",32300377.580744635,2020,Ville Blanche
5837,5837,"-22,8814088","-42,0263905",1822777.9548760948,2021,Ville Blanche
5838,5838,"-22,8814088","-42,0263905",25356393.57217117,2007,Ville Blanche
5839,5839,"-22,8814088","-42,0263905",1345410.338293221,2020,Ville Blanche
5840,5840,"-22,8814088","-42,0263905",14907575.34796009,2014,Ville Blanche
5841,5841,"-22,8814088","-42,0263905",4862801.710701709,2019,Ville Blanche
5842,5842,"-22,8814088","-42,0263905",5496865.32385898,2021,Ville Blanche
5843,5843,"-22,8814088","-42,0263905",7873790.46773018,2006,Ville Blanche
5844,5844,"-22,8814088","-42,0263905",2984646.415911579,2018,Ville Blanche
5845,5845,"-22,8814088","-42,0263905",9909849.679160833,2020,Ville Blanche
5846,5846,"-22,8814088","-42,0263905",9769574.513518726,2012,Ville Blanche
5847,5847,"-22,8814088","-42,0263905",4794041.769949249,2009,Ville Blanche
5848,5848,"-22,8814088","-42,0263905",7532345.637019607,2014,Ville Blanche
5849,5849,"-22,8814088","-42,0263905",1172538.2842741727,2021,Ville Blanche
5850,5850,"-22,8814088","-42,0263905",189734.29084596687,2012,Ville Blanche
5851,5851,"-22,8814088","-42,0263905",16798418.028939527,2018,Ville Blanche
5852,5852,"-22,8814088","-42,0263905",1518263.5143069187,2014,Ville Blanche
5853,5853,"-22,8814088","-42,0263905",6362934.48429357,2012,Ville Blanche
5854,5854,"-22,8814088","-42,0263905",24181210.22257347,2007,Ville Blanche
5855,5855,"-22,8814088","-42,0263905",13933513.663289081,2013,Ville Blanche
5856,5856,"-22,8814088","-42,0263905",3541478.7257239954,2021,Ville Blanche
5857,5857,"-22,8814088","-42,0263905",11914052.279753814,2022,Ville Blanche
5858,5858,"-22,8814088","-42,0263905",4793217.521604121,2015,Ville Blanche
5859,5859,"-22,8814088","-42,0263905",944309.343176596,2015,Ville Blanche
5860,5860,"-22,8814088","-42,0263905",39796172.3918755,2007,Ville Blanche
5861,5861,"-22,8814088","-42,0263905",10472010.839256153,2021,Ville Blanche
5862,5862,"-22,8814088","-42,0263905",21006156.74539646,2022,Ville Blanche
5863,5863,"-22,8814088","-42,0263905",13137050.83105343,2014,Ville Blanche
5864,5864,"-22,8814088","-42,0263905",10062043.960730309,2006,Ville Blanche
5865,5865,"-22,8814088","-42,0263905",15622493.198430127,2008,Ville Blanche
5866,5866,"-22,8814088","-42,0263905",10173091.269131817,2008,Ville Blanche
5867,5867,"-22,8814088","-42,0263905",2902624.252740524,2017,Ville Blanche
5868,5868,"-22,8814088","-42,0263905",29319752.376207042,2012,Ville Blanche
5869,5869,"-22,8814088","-42,0263905",805577.9983821041,2013,Ville Blanche
5870,5870,"-22,8814088","-42,0263905",21548709.170738846,2008,Ville Blanche
5871,5871,"-22,8814088","-42,0263905",46466615.71246188,2015,Ville Blanche
5872,5872,"-22,8814088","-42,0263905",23862578.8051832,2021,Ville Blanche
5873,5873,"-22,8814088","-42,0263905",698328.7945154831,2009,Ville Blanche
5874,5874,"-22,8814088","-42,0263905",28065855.38926098,2014,Ville Blanche
5875,5875,"-22,8814088","-42,0263905",2449677.4271708503,2011,Ville Blanche
5876,5876,"-22,8814088","-42,0263905",2746848.7612709966,2022,Ville Blanche
5877,5877,"-22,8814088","-42,0263905",13354956.033637308,2014,Ville Blanche
5878,5878,"-22,8814088","-42,0263905",5870371.164662141,2013,Ville Blanche
5879,5879,"-22,8814088","-42,0263905",4169475.015312127,2020,Ville Blanche
5880,5880,"-22,8814088","-42,0263905",18603716.121537298,2019,Ville Blanche
5881,5881,"-22,8814088","-42,0263905",11893396.056886416,2006,Ville Blanche
5882,5882,"-22,8814088","-42,0263905",1192309.3996809758,2005,Ville Blanche
5883,5883,"-22,8814088","-42,0263905",28018771.51146434,2019,Ville Blanche
5884,5884,"-22,8814088","-42,0263905",4348077.776157032,2021,Ville Blanche
5885,5885,"-22,8814088","-42,0263905",15589532.131914724,2006,Ville Blanche
5886,5886,"-22,8814088","-42,0263905",895314.1357305021,2014,Ville Blanche
5887,5887,"-22,8814088","-42,0263905",24198615.316699877,2009,Ville Blanche
5888,5888,"-22,8814088","-42,0263905",25751956.224987626,2019,Ville Blanche
5889,5889,"-22,8814088","-42,0263905",3259824.0293890964,2006,Ville Blanche
5890,5890,"-22,8814088","-42,0263905",6420264.189548517,2013,Ville Blanche
5891,5891,"-22,8814088","-42,0263905",18206239.32466165,2014,Ville Blanche
5892,5892,"-22,8814088","-42,0263905",7085162.364670358,2012,Ville Blanche
5893,5893,"-22,8814088","-42,0263905",28304826.81834246,2010,Ville Blanche
5894,5894,"-22,8814088","-42,0263905",4275703.523917901,2008,Ville Blanche
5895,5895,"-22,8814088","-42,0263905",8474861.558554307,2019,Ville Blanche
5896,5896,"-22,8782746","-42,0267113",8859753.529360447,2013,Ville Blanche
5897,5897,"-22,877917","-42,0290283",5035361.514879722,2012,Ville Blanche
5898,5898,"-22,8782746","-42,0267113",606908.0796290932,2022,Ville Blanche
5899,5899,"-22,878288","-42,0293178",15512602.129630273,2012,Ville Blanche
5900,5900,"-22,8805614","-42,0272959",28026881.801135246,2011,Ville Blanche
5901,5901,"-22,8723875","-42,0172178",7181897.202744315,2019,Gamboa
5902,5902,"-22,8742807","-42,0188138",33663959.557184994,2022,Gamboa
5903,5903,"-22,8715827","-42,0166605",14598515.239973512,2021,Gamboa
5904,5904,"-22,8722353","-42,0168405",11905745.957432231,2010,Gamboa
5905,5905,"-22,8745652","-42,0193024",2471813.562874495,2013,Gamboa
5906,5906,"-22,8678744","-42,0153993",5480042.191804388,2020,Gamboa
5907,5907,"-22,8700882","-42,0140194",46782555.39282836,2013,Gamboa
5908,5908,"-22,8700882","-42,0140194",11455238.990657074,2006,Gamboa
5909,5909,"-22,8700882","-42,0140194",19032463.89081096,2009,Gamboa
5910,5910,"-22,8700882","-42,0140194",258532.64968581588,2015,Gamboa
5911,5911,"-22,8700882","-42,0140194",38651736.07372574,2021,Gamboa
5912,5912,"-22,8700882","-42,0140194",4277581.842328516,2015,Gamboa
5913,5913,"-22,8700882","-42,0140194",1431557.7534235488,2011,Gamboa
5914,5914,"-22,8700882","-42,0140194",5537380.365728572,2015,Gamboa
5915,5915,"-22,8700882","-42,0140194",4468050.816403738,2016,Gamboa
5916,5916,"-22,8700882","-42,0140194",4381647.825590617,2014,Gamboa
5917,5917,"-22,8700882","-42,0140194",2539000.374102679,2013,Gamboa
5918,5918,"-22,8700882","-42,0140194",37574438.429239705,2015,Gamboa
5919,5919,"-22,8700882","-42,0140194",13230931.519103624,2016,Gamboa
5920,5920,"-22,8700882","-42,0140194",6469990.564962378,2009,Gamboa
5921,5921,"-22,8700882","-42,0140194",7173147.537354789,2013,Gamboa
5922,5922,"-22,8700882","-42,0140194",2497877.9799182,2016,Gamboa
5923,5923,"-22,8700882","-42,0140194",16264359.29891726,2006,Gamboa
5924,5924,"-22,8700882","-42,0140194",13924805.130649885,2009,Gamboa
5925,5925,"-22,8700882","-42,0140194",5150990.038937265,2019,Gamboa
5926,5926,"-22,8700882","-42,0140194",1357536.7746530264,2011,Gamboa
5927,5927,"-22,8700882","-42,0140194",43505332.65970344,2013,Gamboa
5928,5928,"-22,8700882","-42,0140194",14399946.689524956,2006,Gamboa
5929,5929,"-22,8700882","-42,0140194",19614989.59765922,2022,Gamboa
5930,5930,"-22,8700882","-42,0140194",13238958.855857527,2017,Gamboa
5931,5931,"-22,8700882","-42,0140194",13495385.07061205,2012,Gamboa
5932,5932,"-22,8700882","-42,0140194",55823085.69937998,2013,Gamboa
5933,5933,"-22,8700882","-42,0140194",19134247.93456812,2013,Gamboa
5934,5934,"-22,8700882","-42,0140194",2058412.387878254,2016,Gamboa
5935,5935,"-22,8700882","-42,0140194",49162158.883567505,2007,Gamboa
5936,5936,"-22,8700882","-42,0140194",19539015.036928654,2020,Gamboa
5937,5937,"-22,8700882","-42,0140194",7480168.369131441,2010,Gamboa
5938,5938,"-22,8700882","-42,0140194",766005.2759395841,2013,Gamboa
5939,5939,"-22,8700882","-42,0140194",13284446.77295443,2015,Gamboa
5940,5940,"-22,8700882","-42,0140194",7060753.909269665,2020,Gamboa
5941,5941,"-22,8752968","-42,0180106",21196135.35331914,2008,Gamboa
5942,5942,"-22,8736214","-42,0178216",2557288.2208845117,2014,Gamboa
5943,5943,"-22,8736214","-42,0178216",12401285.3522183,2010,Gamboa
5944,5944,"-22,8736214","-42,0178216",2351434.348211317,2020,Gamboa
5945,5945,"-22,8736214","-42,0178216",15736377.246799288,2009,Gamboa
5946,5946,"-22,8736214","-42,0178216",20760822.144336212,2007,Gamboa
5947,5947,"-22,8745963","-42,0195548",19299073.61144502,2016,Gamboa
5948,5948,"-22,8703554","-42,0161731",26960.57256430202,2022,Gamboa
5949,5949,"-22,8702923","-42,0161054",6694065.370500932,2021,Gamboa
5950,5950,"-22,8732969","-42,0179942",924387.7645995462,2019,Gamboa
5951,5951,"-22,8748484","-42,019191",544613.0960883406,2016,Gamboa
5952,5952,"-22,8716948","-42,0158082",4803820.165486298,2020,Gamboa
5953,5953,"-22,8716948","-42,0158082",1194327.4692995057,2014,Gamboa
